gid,seas,wk,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,ptsv,ptsh
4239,2015,17,SUN,DET,CHI,Soldier Field,31,67,15,NW,Cloudy,Grass,45.5,0,24,20
4240,2015,17,SUN,OAK,KC,Arrowhead Stadium,37,56,9,N,Sunny,Grass,43.5,7,17,23
4241,2015,17,SUN,SD,DEN,Sports Authority Field at Mile High,50,21,5,N,Mostly Sunny,Grass,41.5,9,20,27
4242,2015,17,SUN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,47,6.5,36,6
4243,2015,17,SUN,STL,SF,Levi's Stadium,53,59,6,NNW,Partly Cloudy,Grass,37.5,-3,16,19
4244,2015,17,SUN,TB,CAR,Bank of America Stadium,54,31,4,NW,Partly Cloudy,Grass,46,10.5,10,38
4245,2015,17,SN,MIN,GB,Lambeau Field,24,70,11,W,Cloudy,DD GrassMaster,45.5,3,20,13
4246,2015,18,SAT,KC,HOU,NRG Stadium,,,,,Closed Roof,Grass,40,-3.5,30,0
4247,2015,18,SAT,PIT,CIN,Paul Brown Stadium,51,82,5,SE,Light Rain,UBU Speed Series S5M,45.5,-3,18,16
4248,2015,18,SUN,SEA,MIN,TCF Bank Stadium,-6,,12,W,Clear,FieldTurf,39.5,-5,10,9
4249,2015,18,SUN,GB,WAS,FedEx Field,61,47,14,SW,Cloudy,Grass,45,-1,35,18
4250,2015,19,SAT,KC,NE,Gillette Stadium,38,86,6,WNW,Partly Cloudy,FieldTurf,43,5,20,27
4251,2015,19,SAT,GB,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,49.5,7,20,26
4252,2015,19,SUN,SEA,CAR,Bank of America Stadium,43,65,7,NNE,Partly Cloudy,Grass,44,1.5,24,31
4253,2015,19,SUN,PIT,DEN,Sports Authority Field at Mile High,43,36,9,NW,Sunny,Grass,40,7.5,16,23
4254,2015,20,SUN,NE,DEN,Sports Authority Field at Mile High,46,36,6,N,Mostly Sunny,Grass,44.5,-3,18,20
4255,2015,20,SUN,ARI,CAR,Bank of America Stadium,39,39,4,SW,Clear,Grass,47.5,3,15,49
4256,2015,21,SUN,CAR,DEN,Sports Authority Field at Mile High,76,23,16,NE,Sunny,Grass,44.5,-5.5,10,24
4257,2016,1,THU,CAR,DEN,Sports Authority Field at Mile High,85,12,10,E,Sunny,Grass,42,-3,20,21
4258,2016,1,SUN,BUF,BAL,M&T Bank Stadium,84,44,8,NE,Partly Cloudy,Grass,44.5,3,7,13
4259,2016,1,SUN,CHI,HOU,NRG Stadium,,,,,Closed Roof,AstroTurf,44,6,14,23
4260,2016,1,SUN,CIN,NYJ,MetLife Stadium,79,40,23,NW,Clear,UBU Speed Series S5M,42,-2.5,23,22
4261,2016,1,SUN,CLE,PHI,Lincoln Financial Field,85,42,14,WNW,Partly Cloudy,DD GrassMaster,41,3.5,10,29
4262,2016,1,SUN,GB,JAC,EverBank Field,90,55,3,N,Partly Cloudy,Grass,48,-5,27,23
4263,2016,1,SUN,MIN,TEN,LP Field,76,47,5,E,Sunny,Grass,40.5,-2.5,25,16
4264,2016,1,SUN,OAK,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,51.5,1.5,35,34
4265,2016,1,SUN,SD,KC,Arrowhead Stadium,74,51,9,S,Sunny,Grass,44.5,6.5,27,33
4266,2016,1,SUN,TB,ATL,Georgia Dome,,,,,Dome,FieldTurf,47.5,2.5,31,24
4267,2016,1,SUN,MIA,SEA,CenturyLink Field,61,68,2,ESE,Sunny,FieldTurf,44,10,10,12
4268,2016,1,SUN,DET,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,51,3,39,35
4269,2016,1,SUN,NYG,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,46,1,20,19
4270,2016,1,SN,NE,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,45,7,23,21
4271,2016,1,MN,PIT,WAS,FedEx Field,79,41,4,ESE,Sunny,Grass,50,-3,38,16
4272,2016,1,MN,LA,SF,Levi's Stadium,66,56,17,NW,Clear,Grass,42.5,-2.5,0,28
4273,2016,2,THU,NYJ,BUF,Ralph Wilson Stadium,60,65,11,NNE,Partly Cloudy,A Turf Titan,40.5,-1.5,37,31
4274,2016,2,SUN,BAL,CLE,FirstEnergy Stadium,74,70,7,WSW,Sunny,Grass,42.5,-6,25,20
4275,2016,2,SUN,CIN,PIT,Heinz Field,72,86,4,SSE,Cloudy,Grass,48.5,3,16,24
4276,2016,2,SUN,DAL,WAS,FedEx Field,81,65,6,S,Sunny,Grass,45.5,3,27,23
4277,2016,2,SUN,KC,HOU,NRG Stadium,,,,,Closed Roof,AstroTurf,43,2,12,19
4278,2016,2,SUN,MIA,NE,Gillette Stadium,79,66,10,SSW,Chance Rain,FieldTurf,42,6.5,24,31
4279,2016,2,SUN,NO,NYG,MetLife Stadium,80,74,5,WSW,Mostly Cloudy,UBU Speed Series S5M,53.5,4.5,13,16
4280,2016,2,SUN,SF,CAR,Bank of America Stadium,82,60,4,ENE,Sunny,Grass,45,13.5,27,46
4281,2016,2,SUN,TEN,DET,Ford Field,,,,,Dome,FieldTurf,47.5,6,16,15
4282,2016,2,SUN,SEA,LA,Los Angeles Memorial Coliseum,88,39,3,SW,Sunny,Grass,38,-7,3,9
4283,2016,2,SUN,TB,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,50,7,7,40
4284,2016,2,SUN,ATL,OAK,O.co Coliseum Oakland,79,41,7,W,Sunny,Grass,48,4.5,35,28
4285,2016,2,SUN,IND,DEN,Sports Authority Field at Mile High,85,15,4,E,Sunny,Grass,47,6,20,34
4286,2016,2,SUN,JAC,SD,Qualcomm Stadium,82,51,7,WSW,Sunny,Grass,47.5,3,14,38
4287,2016,2,SN,GB,MIN,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,43,-2.5,14,17
4288,2016,2,MN,PHI,CHI,Soldier Field,84,36,5,SW,Mostly Cloudy,Grass,42.5,3,29,14
4289,2016,3,THU,HOU,NE,Gillette Stadium,68,60,4,S,Clear,FieldTurf,39.5,1,0,27
4290,2016,3,SUN,ARI,BUF,Ralph Wilson Stadium,64,44,8,NNE,Sunny,A Turf Titan,47,-3.5,18,33
4291,2016,3,SUN,BAL,JAC,EverBank Field,88,,8,NE,Chance Rain,Grass,47,-1,19,17
4292,2016,3,SUN,CLE,MIA,Sun Life Stadium,86,65,16,E,Partly Cloudy,Grass,42,10,24,30
4293,2016,3,SUN,DEN,CIN,Paul Brown Stadium,81,53,3,S,Sunny,UBU Speed Series S5M,41.5,3.5,29,17
4294,2016,3,SUN,DET,GB,Lambeau Field,72,84,17,S,Clear,DD GrassMaster,47.5,7,27,34
4295,2016,3,SUN,MIN,CAR,Bank of America Stadium,80,63,0,N,Partly Cloudy,Grass,43,7,22,10
4296,2016,3,SUN,OAK,TEN,LP Field,89,49,2,NNE,Sunny,Grass,47,1,17,10
4297,2016,3,SUN,WAS,NYG,MetLife Stadium,67,37,2,NNE,Sunny,UBU Speed Series S5M,46.5,3.5,29,27
4298,2016,3,SUN,LA,TB,Raymond James Stadium,91,58,4,NW,Cloudy,Grass,42,5.5,37,32
4299,2016,3,SUN,SF,SEA,CenturyLink Field,66,63,6,NW,Sunny,FieldTurf,41,9.5,18,37
4300,2016,3,SUN,NYJ,KC,Arrowhead Stadium,65,63,9,NW,Clear,Grass,42,3,3,24
4301,2016,3,SUN,PIT,PHI,Lincoln Financial Field,73,39,7,NNE,Sunny,DD GrassMaster,47,-3.5,3,34
4302,2016,3,SUN,SD,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,51,2.5,22,26
4303,2016,3,SN,CHI,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,44.5,7,17,31
4304,2016,3,MN,ATL,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,53.5,3,45,32
4305,2016,4,THU,MIA,CIN,Paul Brown Stadium,62,77,2,NW,Mostly Cloudy,UBU Speed Series S5M,45,7,7,22
4306,2016,4,SUN,IND,JAC,Wembley Stadium,59,59,7,SSE,Partly Sunny,Grass,49,-2.5,27,30
4307,2016,4,SUN,BUF,NE,Gillette Stadium,56,91,7,NNE,Cloudy,FieldTurf,44,7.5,16,0
4308,2016,4,SUN,CAR,ATL,Georgia Dome,,,,,Dome,FieldTurf,50,-3,33,48
4309,2016,4,SUN,CLE,WAS,FedEx Field,67,89,1,NE,Cloudy,Grass,47,7.5,20,31
4310,2016,4,SUN,DET,CHI,Soldier Field,62,84,6,WNW,Cloudy,Grass,48,-3,14,17
4311,2016,4,SUN,OAK,BAL,M&T Bank Stadium,65,84,2,NE,Cloudy,Grass,46,3.5,28,27
4312,2016,4,SUN,SEA,NYJ,MetLife Stadium,61,77,0,CALM,Cloudy,UBU Speed Series S5M,39.5,-2.5,27,17
4313,2016,4,SUN,TEN,HOU,NRG Stadium,,,,,Closed Roof,AstroTurf,40.5,4.5,20,27
4314,2016,4,SUN,DEN,TB,Raymond James Stadium,88,63,7,W,Cloudy,Grass,43,-3,27,7
4315,2016,4,SUN,DAL,SF,Levi's Stadium,68,60,10,WSW,Cloudy,Grass,45,-2.5,24,17
4316,2016,4,SUN,LA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,43,7.5,17,13
4317,2016,4,SUN,NO,SD,Qualcomm Stadium,74,73,8,SSW,Fair,Grass,53.5,4,35,34
4318,2016,4,SN,KC,PIT,Heinz Field,59,80,6,SW,Rain,Grass,47,4.5,14,43
4319,2016,4,MN,NYG,MIN,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,43,4.5,10,24
4320,2016,5,THU,ARI,SF,Levi's Stadium,75,34,16,WNW,Clear,Grass,42.5,-3.5,33,21
4321,2016,5,SUN,CHI,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,48,4.5,23,29
4322,2016,5,SUN,HOU,MIN,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,40.5,6.5,13,31
4323,2016,5,SUN,NE,CLE,FirstEnergy Stadium,58,58,13,N,Sunny,Grass,46.5,-10.5,33,13
4324,2016,5,SUN,NYJ,PIT,Heinz Field,57,60,9,NNW,Partly Cloudy,Grass,48,7.5,13,31
4325,2016,5,SUN,PHI,DET,Ford Field,,,,,Dome,FieldTurf,46,-3,23,24
4326,2016,5,SUN,TEN,MIA,Sun Life Stadium,88,53,15,NNE,Cloudy,Grass,43,3.5,30,17
4327,2016,5,SUN,WAS,BAL,M&T Bank Stadium,62,53,16,NNW,Partly Cloudy,Grass,45.5,4,16,10
4328,2016,5,SUN,ATL,DEN,Sports Authority Field at Mile High,72,18,5,SE,Mostly Cloudy,Grass,46.5,4.5,23,16
4329,2016,5,SUN,BUF,LA,Los Angeles Memorial Coliseum,91,18,5,SW,Sunny,Grass,39,1,30,19
4330,2016,5,SUN,CIN,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,45,-1.5,14,28
4331,2016,5,SUN,SD,OAK,O.co Coliseum Oakland,75,39,7,W,Sunny,Grass,51,3.5,31,34
4332,2016,5,SN,NYG,GB,Lambeau Field,49,,7,E,Clear,DD GrassMaster,48,7,16,23
4333,2016,5,MN,TB,CAR,Bank of America Stadium,66,35,7,NE,Clear,Grass,45,4.5,17,14
4334,2016,6,THU,DEN,SD,Qualcomm Stadium,70,63,9,WNW,Fair,Grass,44.5,-3,13,21
4335,2016,6,SUN,BAL,NYG,MetLife Stadium,66,65,6,SSW,Cloudy,UBU Speed Series S5M,44.5,3,23,27
4336,2016,6,SUN,CAR,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,53.5,-2.5,38,41
4337,2016,6,SUN,CIN,NE,Gillette Stadium,66,54,14,SW,Sunny,FieldTurf,47.5,9,17,35
4338,2016,6,SUN,CLE,TEN,LP Field,75,70,10,SSW,Sunny,Grass,43.5,7,26,28
4339,2016,6,SUN,JAC,CHI,Soldier Field,69,93,7,SSW,Cloudy,Grass,45.5,1.5,17,16
4340,2016,6,SUN,LA,DET,Ford Field,,,,,Dome,FieldTurf,43.5,3,28,31
4341,2016,6,SUN,PHI,WAS,FedEx Field,69,62,13,SSW,Sunny,Grass,44.5,-3,20,27
4342,2016,6,SUN,PIT,MIA,Sun Life Stadium,81,79,15,ENE,Partly Sunny,Grass,48.5,-7,15,30
4343,2016,6,SUN,SF,BUF,Ralph Wilson Stadium,72,61,22,SW,Mostly Cloudy,A Turf Titan,44,9,16,45
4344,2016,6,SUN,KC,OAK,O.co Coliseum Oakland,61,100,6,SW,Rain,Grass,46.5,-1,26,10
4345,2016,6,SUN,ATL,SEA,CenturyLink Field,54,83,10,S,Rain,FieldTurf,45.5,6,24,26
4346,2016,6,SUN,DAL,GB,Lambeau Field,69,63,8,NE,Clear,DD GrassMaster,47.5,4,30,16
4347,2016,6,SN,IND,HOU,NRG Stadium,,,,,Closed Roof,AstroTurf,48.5,3,23,26
4348,2016,6,MN,NYJ,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,46.5,7,3,28
4349,2016,7,THU,CHI,GB,Lambeau Field,47,63,10,N,Clear,DD GrassMaster,46.5,7.5,10,26
4350,2016,7,SUN,NYG,LA,Twickenham,55,61,12,SW,Partly Sunny,Grass,44.5,-3,17,10
4351,2016,7,SUN,BAL,NYJ,MetLife Stadium,58,38,36,NNW,Clear,UBU Speed Series S5M,41,2,16,24
4352,2016,7,SUN,BUF,MIA,Sun Life Stadium,81,48,11,NNE,Partly Sunny,Grass,44,-3,25,28
4353,2016,7,SUN,CLE,CIN,Paul Brown Stadium,65,50,5,WSW,Sunny,UBU Speed Series S5M,45.5,10,17,31
4354,2016,7,SUN,IND,TEN,LP Field,68,50,5,WSW,Sunny,Grass,47.5,3,34,26
4355,2016,7,SUN,MIN,PHI,Lincoln Financial Field,62,46,20,W,Clear,DD GrassMaster,39.5,-3,10,21
4356,2016,7,SUN,NO,KC,Arrowhead Stadium,68,47,9,SW,Sunny,Grass,50.5,6,21,27
4357,2016,7,SUN,OAK,JAC,EverBank Field,70,47,6,N,Clear,Grass,47.5,1,33,16
4358,2016,7,SUN,WAS,DET,Ford Field,,,,,Dome,FieldTurf,50,1,17,20
4359,2016,7,SUN,SD,ATL,Georgia Dome,,,,,Dome,FieldTurf,54,6.5,33,30
4360,2016,7,SUN,TB,SF,Levi's Stadium,68,49,5,W,Clear,Grass,46,-1,34,17
4361,2016,7,SUN,NE,PIT,Heinz Field,63,54,13,WSW,Sunny,Grass,47.5,-7,27,16
4362,2016,7,SN,SEA,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,43.5,1.5,6,6
4363,2016,7,MN,HOU,DEN,Sports Authority Field at Mile High,71,17,5,E,Partly Cloudy,Grass,40.5,9,9,27
4364,2016,8,THU,JAC,TEN,LP Field,71,78,3,NNW,Clear,Grass,43.5,3,22,36
4365,2016,8,SUN,WAS,CIN,Wembley Stadium,54,90,2,W,Cloudy,Grass,49.5,3,27,27
4366,2016,8,SUN,DET,HOU,NRG Stadium,,,,,Closed Roof,AstroTurf,46,2.5,13,20
4367,2016,8,SUN,GB,ATL,Georgia Dome,,,,,Dome,FieldTurf,52.5,3,32,33
4368,2016,8,SUN,KC,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,50,-3,30,14
4369,2016,8,SUN,NE,BUF,Ralph Wilson Stadium,49,92,9,N,Rain,A Turf Titan,47,-6,41,25
4370,2016,8,SUN,NYJ,CLE,FirstEnergy Stadium,53,91,15,N,Rain,Grass,44,-3,31,28
4371,2016,8,SUN,OAK,TB,Raymond James Stadium,86,54,15,ENE,Clear,Grass,49,0,30,24
4372,2016,8,SUN,SEA,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,48,-2.5,20,25
4373,2016,8,SUN,SD,DEN,Sports Authority Field at Mile High,76,19,15,SE,Partly Cloudy,Grass,43.5,4.5,19,27
4374,2016,8,SUN,ARI,CAR,Bank of America Stadium,85,53,5,SW,Sunny,Grass,47,3,20,30
4375,2016,8,SN,PHI,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,43,4,23,29
4376,2016,8,MN,MIN,CHI,Soldier Field,58,71,12,SSE,Cloudy,Grass,40.5,-4.5,10,20
4377,2016,9,THU,ATL,TB,Raymond James Stadium,76,70,2,NNW,Clear,Grass,50.5,-3.5,43,28
4378,2016,9,SUN,DAL,CLE,FirstEnergy Stadium,58,73,4,N,Sunny,Grass,48.5,-7,35,10
4379,2016,9,SUN,DET,MIN,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,41,6,22,16
4380,2016,9,SUN,JAC,KC,Arrowhead Stadium,62,51,7,SE,Clear,Grass,44,7,14,19
4381,2016,9,SUN,NYJ,MIA,Sun Life Stadium,80,58,14,NE,Cloudy,Grass,44,3.5,23,27
4382,2016,9,SUN,PHI,NYG,MetLife Stadium,56,41,9,W,Partly Cloudy,UBU Speed Series S5M,43,2.5,23,28
4383,2016,9,SUN,PIT,BAL,M&T Bank Stadium,65,28,15,NW,Cloudy,Grass,43,-3,14,21
4384,2016,9,SUN,CAR,LA,Los Angeles Memorial Coliseum,75,49,2,S,Sunny,Grass,44.5,-3,13,10
4385,2016,9,SUN,NO,SF,Levi's Stadium,70,60,0,CALM,Mostly Sunny,Grass,52.5,-3.5,41,23
4386,2016,9,SUN,IND,GB,Lambeau Field,68,55,7,S,Clear,DD GrassMaster,54.5,7.5,31,26
4387,2016,9,SUN,TEN,SD,Qualcomm Stadium,76,48,6,6,Partly Cloudy,Grass,47,4,35,43
4388,2016,9,SN,DEN,OAK,O.co Coliseum Oakland,65,79,6,W,Partly Cloudy,Grass,44,1.5,20,30
4389,2016,9,MN,BUF,SEA,CenturyLink Field,61,40,4,E,Cloudy,FieldTurf,43.5,7,25,31
4390,2016,10,THU,CLE,BAL,M&T Bank Stadium,54,48,3,NW,Fair,Grass,44,7.5,7,28
4391,2016,10,SUN,ATL,PHI,Lincoln Financial Field,58,37,10,WSW,Sunny,DD GrassMaster,50,-1.5,15,24
4392,2016,10,SUN,CHI,TB,Raymond James Stadium,81,61,4,SSE,Cloudy,Grass,45.5,-2.5,10,36
4393,2016,10,SUN,DEN,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,49,3,25,23
4394,2016,10,SUN,GB,TEN,LP Field,56,49,3,E,Sunny,Grass,49.5,-3,25,47
4395,2016,10,SUN,HOU,JAC,EverBank Field,69,,10,N,Chance Rain,Grass,42,2.5,24,21
4396,2016,10,SUN,KC,CAR,Bank of America Stadium,45,76,6,W,Cloudy,Grass,44,3,20,17
4397,2016,10,SUN,LA,NYJ,MetLife Stadium,62,18,7,W,Clear,UBU Speed Series S5M,40,1.5,9,6
4398,2016,10,SUN,MIN,WAS,FedEx Field,58,24,7,W,Sunny,Grass,42,2.5,20,26
4399,2016,10,SUN,MIA,SD,Qualcomm Stadium,85,18,11,WNW,Sunny,Grass,48.5,4,31,24
4400,2016,10,SUN,DAL,PIT,Heinz Field,56,29,7,SW,Sunny,Grass,50,2.5,35,30
4401,2016,10,SUN,SF,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,48,13.5,20,23
4402,2016,10,SN,SEA,NE,Gillette Stadium,43,55,3,SW,Clear,FieldTurf,49,7.5,31,24
4403,2016,10,MN,CIN,NYG,MetLife Stadium,56,35,2,WSW,Cloudy,UBU Speed Series S5M,47,-1,20,21
4404,2016,11,THU,NO,CAR,Bank of America Stadium,63,43,6,SSE,Clear,Grass,53,3.5,20,23
4405,2016,11,SUN,ARI,MIN,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,40,2.5,24,30
4406,2016,11,SUN,BAL,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,45,7,17,27
4407,2016,11,SUN,BUF,CIN,Paul Brown Stadium,36,59,8,WNW,Partly Cloudy,UBU Speed Series S5M,47.5,2.5,16,12
4408,2016,11,SUN,CHI,NYG,MetLife Stadium,41,76,10,W,Mostly Cloudy,UBU Speed Series S5M,43.5,7.5,16,22
4409,2016,11,SUN,JAC,DET,Ford Field,,,,,Dome,FieldTurf,47.5,6.5,19,26
4410,2016,11,SUN,PIT,CLE,FirstEnergy Stadium,36,64,27,W,Cloudy,Grass,45,-8,24,9
4411,2016,11,SUN,TB,KC,Arrowhead Stadium,46,42,9,SE,Sunny,Grass,44.5,7.5,19,17
4412,2016,11,SUN,TEN,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,52.5,2.5,17,24
4413,2016,11,SUN,MIA,LA,Los Angeles Memorial Coliseum,63,74,3,SE,Rain,Grass,39.5,-2,14,10
4414,2016,11,SUN,NE,SF,Levi's Stadium,64,64,6,SE,Rain,Grass,51,-11.5,30,17
4415,2016,11,SUN,PHI,SEA,CenturyLink Field,54,80,5,SSE,Rain,FieldTurf,42.5,6.5,15,26
4416,2016,11,SN,GB,WAS,FedEx Field,38,44,23,WNW,Clear,Grass,49.5,3,24,42
4417,2016,11,MN,HOU,OAK,O.co Coliseum Oakland,63,39,6,N,Clear,Grass,46,6,20,27
4418,2016,12,THU,MIN,DET,Ford Field,,,,,Dome,FieldTurf,42.5,2,13,16
4419,2016,12,THU,WAS,DAL,AT&T Stadium,,,,,Closed Roof,AstroTurf,52,6,26,31
4420,2016,12,THU,PIT,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,50,-7.5,28,7
4421,2016,12,SUN,ARI,ATL,Georgia Dome,,,,,Dome,FieldTurf,50.5,5,19,38
4422,2016,12,SUN,CIN,BAL,M&T Bank Stadium,50,37,12,WNW,Sunny,Grass,40.5,4,14,19
4423,2016,12,SUN,JAC,BUF,Ralph Wilson Stadium,42,65,13,W,Mostly Cloudy,A Turf Titan,45,7.5,21,28
4424,2016,12,SUN,LA,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,45.5,7,21,49
4425,2016,12,SUN,NYG,CLE,FirstEnergy Stadium,48,58,10,S,Sunny,Grass,44,-7,27,13
4426,2016,12,SUN,SD,HOU,NRG Stadium,,,,,Closed Roof,AstroTurf,46.5,-1.5,21,13
4427,2016,12,SUN,SF,MIA,Sun Life Stadium,79,49,13,NE,Partly Cloudy,Grass,44.5,7.5,24,31
4428,2016,12,SUN,TEN,CHI,Soldier Field,40,88,11,S,Cloudy,Grass,42,-5.5,27,21
4429,2016,12,SUN,SEA,TB,Raymond James Stadium,,,,,,Grass,45,-6,5,14
4430,2016,12,SUN,CAR,OAK,O.co Coliseum Oakland,59,55,12,WNW,Partly Cloudy,Grass,49.5,3,32,35
4431,2016,12,SUN,NE,NYJ,MetLife Stadium,47,43,10,W,Cloudy,UBU Speed Series S5M,46,-7.5,22,17
4432,2016,12,SN,KC,DEN,Sports Authority Field at Mile High,44,25,11,W,Mostly Cloudy,Grass,39.5,3.5,30,27
4433,2016,12,MN,GB,PHI,Lincoln Financial Field,47,65,7,SSE,Cloudy,DD GrassMaster,47.5,4,27,13
4434,2016,13,THU,DAL,MIN,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,43.5,-3,17,15
4435,2016,13,SUN,DEN,JAC,EverBank Field,70,,10,SE,Chance Rain,Grass,39.5,-3.5,20,10
4436,2016,13,SUN,DET,NO,Mercedes-Benz Superdome,,,,,Dome,UBU Speed Series S5M,52,6,28,13
4437,2016,13,SUN,HOU,GB,Lambeau Field,32,90,8,S,Snow,DD GrassMaster,44.5,6.5,13,21
4438,2016,13,SUN,KC,ATL,Georgia Dome,,,,,Dome,FieldTurf,49,5,29,28
4439,2016,13,SUN,LA,NE,Gillette Stadium,39,43,8,NW,Sunny,FieldTurf,44,13.5,10,26
4440,2016,13,SUN,MIA,BAL,M&T Bank Stadium,47,60,3,NNW,Partly Cloudy,Grass,40.5,3.5,6,38
4441,2016,13,SUN,PHI,CIN,Paul Brown Stadium,42,61,10,SE,Cloudy,UBU Speed Series S5M,42,1.5,14,32
4442,2016,13,SUN,SF,CHI,Soldier Field,33,91,5,SE,Snow,Grass,43,-2,6,26
4443,2016,13,SUN,BUF,OAK,O.co Coliseum Oakland,59,70,4,W,Partly Cloudy,Grass,48.5,3,24,38
4444,2016,13,SUN,NYG,PIT,Heinz Field,43,56,7,SSE,Cloudy,Grass,48.5,6,14,24
4445,2016,13,SUN,TB,SD,Qualcomm Stadium,72,19,7,WNW,Sunny,Grass,47.5,3.5,28,21
4446,2016,13,SUN,WAS,ARI,University of Phoenix Stadium,,,,,Closed Roof,Grass,48.5,2.5,23,31
4447,2016,13,SN,CAR,SEA,CenturyLink Field,37,71,4,ESE,Partly Cloudy,FieldTurf,44,7,7,40
4448,2016,13,MN,IND,NYJ,MetLife Stadium,45,60,6,NW,Clear,UBU Speed Series S5M,48.5,-1.5,41,10
4449,2016,14,THU,OAK,KC,Arrowhead Stadium,21,57,7,NW,Clear,Grass,46,3.5,13,21
4450,2016,14,SUN,ARI,MIA,Sun Life Stadium,77,77,18,E,Cloudy,Grass,43.5,-2,23,26
4451,2016,14,SUN,CHI,DET,Ford Field,,,,,Dome,FieldTurf,43.5,7.5,17,20
4452,2016,14,SUN,CIN,CLE,FirstEnergy Stadium,28,78,15,SE,Snow,Grass,41,-5.5,23,10
4453,2016,14,SUN,DEN,TEN,LP Field,50,37,5,S,Sunny,Grass,43.5,1,10,13
4454,2016,14,SUN,HOU,IND,Lucas Oil Stadium,,,,,Closed Roof,FieldTurf,46.5,6.5,22,17
4455,2016,14,SUN,MIN,JAC,EverBank Field,71,,5,NE,Chance Rain,Grass,39.5,-3,25,16
4456,2016,14,SUN,NO,TB,Raymond James Stadium,79,69,9,E,Cloudy,Grass,51,2.5,11,16
4457,2016,14,SUN,PIT,BUF,Ralph Wilson Stadium,27,75,9,S,Snow,A Turf Titan,46,-3,27,20
4458,2016,14,SUN,SD,CAR,Bank of America Stadium,37,49,6,SE,Cloudy,Grass,48.5,1.5,16,28
4459,2016,14,SUN,WAS,PHI,Lincoln Financial Field,35,50,3,S,Cloudy,DD GrassMaster,46.5,-2.5,27,22
4460,2016,14,SUN,NYJ,SF,Levi's Stadium,54,62,8,NW,Mostly Cloudy,Grass,43.5,2.5,23,17
4461,2016,14,SUN,ATL,LA,Los Angeles Memorial Coliseum,,,,,,Grass,45,-6.5,42,14
4462,2016,14,SUN,SEA,GB,Lambeau Field,26,85,5,W,Clear,DD GrassMaster,44.5,-3,10,38
4463,2016,14,SN,DAL,NYG,MetLife Stadium,32,95,0,CALM,Cloudy,UBU Speed Series S5M,47,-3.5,7,10
4464,2016,14,MN,BAL,NE,Gillette Stadium,31,91,3,SSW,Clear,FieldTurf,45,7,23,30
4465,2016,15,THU,LA,SEA,CenturyLink Field,36,67,5,NNE,Partly Cloudy,FieldTurf,39,15,3,24
4466,2016,15,SAT,MIA,NYJ,MetLife Stadium,35,92,5,SSW,Cloudy,UBU Speed Series S5M,37.5,-2.5,34,13
4467,2016,15,SUN,CLE,BUF,Ralph Wilson Stadium,26,69,15,WNW,Cloudy,A Turf Titan,41.5,10,13,33
4468,2016,15,SUN,DET,NYG,MetLife Stadium,55,100,1,SSE,Rain,UBU Speed Series S5M,40.5,4,6,17
4469,2016,15,SUN,GB,CHI,Soldier Field,11,57,12,W,Sunny,Grass,38.5,-5.5,30,27
4470,2016,15,SUN,IND,MIN,U.S. Bank Stadium,,,,,Closed Roof,UBU Speed Series S5M,45.5,5,34,6
4471,2016,15,SUN,JAC,HOU,NRG Stadium,,,,,Closed Roof,AstroTurf,39.5,5,20,21
4472,2016,15,SUN,PHI,BAL,M&T Bank Stadium,62,77,9,SSW,Cloudy,Grass,40.5,6,26,27
